3.0;-0.460125;0.722716;0.515719;
3.0099998;-0.483367;0.786611;0.384186;
3.02;-0.385282;0.856298;0.343965;
3.03;-0.281939;0.879576;0.383218;
3.04;-0.223690;0.891236;0.394539;
3.0499997;0.040468;0.939054;0.341380;
3.06;0.182321;0.906990;0.379643;
3.07;0.274332;0.869144;0.411498;
3.08;0.027978;0.083000;0.044365;
3.0899997;-0.003064;0.066613;0.055422;
3.1;-0.034373;0.060751;0.057554;
3.1100001;-0.614612;0.525193;0.588578;
3.12;-0.719952;0.420608;0.552048;
3.1299999;-0.831629;0.320145;0.453762;
3.1399999;-0.863501;0.287223;0.414572;
3.15;-0.893964;0.257962;0.366447;
3.1599998;-0.912579;0.245153;0.327262;
3.1699998;-0.936911;0.245864;0.248492;
3.1799998;-0.937495;0.273910;0.214655;
3.19;-0.915964;0.352906;0.190962;
3.1999998;-0.839883;0.489985;0.233478;
3.2099998;-0.027978;0.083533;0.044897;
3.2199998;0.015321;0.078204;0.034905;
3.23;0.043299;0.072342;0.025313;
3.24;0.062350;0.071276;0.023714;
3.2499998;0.665763;0.676139;0.315589;
3.26;0.702175;0.609252;0.368460;
3.27;0.736712;0.563102;0.374395;
3.28;0.750169;0.521918;0.406015;
3.2899997;0.731447;0.479436;0.484899;
3.3;0.687746;0.553861;0.469302;
3.31;0.648453;0.605078;0.461941;
3.32;0.625392;0.642988;0.442100;
3.3299997;0.746841;0.508635;0.428391;
3.34;0.853301;0.347662;0.388598;
3.3500001;0.913164;0.302172;0.273540;
3.36;0.920201;0.239088;0.309947;
3.37;0.944160;0.248333;0.216546;
3.3799999;0.965804;0.213156;0.147606;
3.39;0.982971;0.143229;0.115119;
3.3999999;0.992334;0.118715;0.034353;
3.4099998;0.993964;0.083976;-0.070599;
3.4199998;0.999384;0.034663;0.005473;
3.43;0.999643;0.026578;-0.002777;
3.4399998;0.998308;0.022903;-0.053441;
3.4499998;0.988126;-0.038246;-0.148810;
3.4599998;0.974732;-0.050621;-0.217565;
3.47;0.070211;0.001998;-0.028511;
3.48;0.039568;0.008393;-0.020517;
3.4899998;0.003597;0.011058;0.008393;
3.5;-0.006262;0.016387;0.011591;
3.51;-0.022649;0.019984;0.016387;
3.52;-0.041167;0.023181;0.019984;
3.5299997;-0.073941;0.032241;0.018385;
3.54;-0.084599;0.039035;0.018385;
3.55;-0.084066;0.047562;0.023181;
3.56;-0.072875;0.052358;0.030642;
3.5699997;-0.058620;0.049694;0.016920;
3.58;-0.053824;0.046496;0.012657;
3.59;-0.053291;0.040101;0.017453;
3.6;-0.061284;0.033840;0.014788;
3.6099997;-0.061817;0.032241;0.000933;
3.62;-0.050226;0.023714;0.005196;
3.63;-0.035838;0.021583;0.011591;
3.6399999;-0.027445;0.024780;0.016920;
3.6499999;-0.026912;0.034905;0.034373;
3.6599998;-0.029576;0.039035;0.036371;
3.67;-0.030109;0.045430;0.036371;
3.6799998;-0.035838;0.048095;0.040634;
3.6899998;-0.052358;0.052758;0.035305;
3.6999998;-0.051825;0.054357;0.030642;
3.71;-0.043832;0.054357;0.030642;
3.7199998;-0.036371;0.058087;0.030642;
3.7299998;-0.036904;0.071809;0.019451;
3.74;-0.027445;0.084599;0.012657;
3.75;-0.009992;0.095657;0.015321;
3.76;0.155251;0.965108;0.210864;
3.7699997;0.531904;0.776849;0.337022;
3.78;0.556050;0.781978;0.281636;
3.79;0.568324;0.795400;0.210584;
3.8;0.057554;0.063416;0.020517;
3.8099997;0.061284;0.045430;0.019451;
3.82;0.059686;0.038503;0.022116;
3.83;0.050759;0.033840;0.025846;
3.84;0.032241;0.027978;0.029043;
3.8499997;-0.010525;0.038503;0.036371;
3.86;-0.019984;0.045430;0.037970;
3.8700001;-0.022649;0.050759;0.037970;
3.8799999;-0.013189;0.054889;0.039035;
3.8899999;0.016920;0.053291;0.043299;
3.8999999;0.018385;0.052358;0.041167;
3.91;0.008926;0.055955;0.036371;
3.9199998;0.008393;0.060751;0.029576;
3.9299998;0.040634;0.052758;0.001465;
3.9399998;0.069811;0.048628;-0.007860;
3.95;0.844655;0.515820;-0.143140;
3.9599998;0.773595;0.612991;-0.160604;
3.9699998;0.040634;0.070743;-0.033840;
3.9799998;0.035838;0.067146;-0.044897;
3.99;0.032241;0.065548;-0.059686;
4.0;0.220212;0.692275;-0.687213;
4.0099998;0.114259;0.722160;-0.682225;
4.02;0.066234;0.684732;-0.725779;
4.03;0.050301;0.625774;-0.778381;
4.04;-0.062191;0.529867;-0.845797;
4.0499997;-0.604883;0.389684;-0.694452;
4.06;-0.745142;0.303792;-0.593694;
4.07;-0.814801;0.232311;-0.531160;
4.08;-0.844020;0.187237;-0.502566;
4.0899997;-0.833535;0.134274;-0.535901;
4.1;-0.794631;0.103587;-0.598190;
4.11;-0.742892;0.075441;-0.665147;
4.12;-0.732324;0.083791;-0.675782;
4.1299996;-0.889686;0.220666;-0.399707;
4.14;-0.951516;0.173835;-0.253770;
4.15;-0.981651;0.126356;-0.142815;
4.16;-0.980317;0.148187;-0.130456;
4.1699996;-0.898909;0.413146;-0.145853;
4.18;-0.987675;0.135434;0.078452;
4.19;-0.922638;-0.040710;0.383513;
4.2;-0.032774;-0.005729;0.071809;
4.2099996;0.404604;0.901093;0.155973;
4.22;-0.484827;0.806105;0.339321;
4.23;-0.427241;-0.108176;0.897643;
4.24;0.399449;-0.016920;0.916599;
4.2499995;0.608032;0.518433;0.601269;
4.2599998;0.432063;0.523439;0.734394;
4.27;0.445266;0.612400;0.653226;
4.2799997;0.431889;0.587130;0.684653;
4.29;0.685668;0.302139;0.662247;
4.3;0.648202;0.483517;0.588257;
4.31;0.549911;0.525640;0.649076;
4.3199997;0.604066;0.523184;0.601151;
4.33;0.949165;0.185244;0.254499;
4.3399997;0.750844;0.584273;0.307992;
4.35;0.849143;-0.177009;0.497619;
4.3599997;0.949929;-0.126670;0.285640;
4.37;0.938822;0.291101;0.184045;
4.38;0.891785;0.114368;0.437767;
4.39;0.941806;0.053711;0.331839;
4.4;0.992307;0.076424;0.097398;
4.41;0.971259;0.148785;0.185793;
4.4199996;0.965013;0.235728;0.114816;
4.43;0.972918;0.210872;0.094672;
4.44;0.974566;0.194372;0.111534;
4.45;0.943379;0.296238;0.149265;
4.46;0.894434;0.389759;0.219261;
4.47;0.819116;0.497449;0.285646;
4.48;0.763936;0.490344;0.419482;
4.49;0.727727;0.565820;0.387636;
4.4999995;0.721398;0.581572;0.375976;
4.51;0.674297;0.612442;0.412599;
4.52;0.612818;0.708472;0.350031;
4.5299997;-0.039568;0.080336;-0.009992;
4.54;-0.641181;0.716677;-0.274336;
4.55;-0.630503;0.669226;-0.393195;
4.56;-0.429876;0.693895;-0.577682;
4.5699997;0.610512;0.523155;-0.594629;
4.5799994;0.757995;0.497899;-0.421356;
4.59;0.828704;0.520061;-0.206850;
4.6;0.860670;0.501469;-0.088183;
4.6099997;0.863857;0.497616;0.078289;
4.6200004;0.768198;0.609301;0.196530;
4.63;0.575531;0.764123;0.291342;
4.64;0.311518;0.850471;0.423857;
4.6499996;0.074019;0.824672;0.560747;
4.66;0.016661;0.737452;0.675194;
4.67;-0.093789;0.675076;0.731762;
4.68;-0.162251;0.554029;0.816533;
4.6899996;0.015321;-0.012657;0.050226;
4.7000003;0.014788;-0.021050;0.037437;
4.71;-0.000400;-0.012124;0.016387;
4.72;-0.020517;-0.000400;-0.018918;
4.7299995;-0.045430;0.016920;-0.024247;
4.74;-0.039035;0.045430;-0.013722;
4.75;-0.014788;0.071276;-0.009459;
4.7599998;0.016387;0.080869;-0.013189;
4.7699995;0.635522;0.756139;-0.156093;
4.78;0.857075;0.514571;0.025280;
4.79;0.879540;0.475154;-0.025274;
4.7999997;0.883307;0.465661;-0.054111;
4.81;0.961180;0.234346;0.145655;
4.8199997;0.935077;0.283468;0.212785;
4.83;0.896960;0.286921;0.336360;
4.8399997;0.821027;0.238803;0.518544;
4.85;0.031175;0.018918;0.072875;
4.86;0.008393;0.025313;0.063949;
4.87;-0.003064;0.032774;0.043299;
4.8799996;0.009992;0.041167;0.016920;
4.89;0.034373;0.047562;0.005729;
4.8999996;0.059153;0.054357;-0.002531;
4.91;0.781520;0.623221;-0.028668;
4.92;0.651489;0.755016;-0.074247;
4.93;0.483678;0.860126;-0.161987;
4.94;0.210576;0.906805;-0.365188;
4.95;0.059794;0.892372;-0.447321;
4.96;0.185461;0.828721;-0.528040;
4.97;0.234982;0.836711;-0.494670;
4.9799995;0.268789;0.835699;-0.478916;
4.99;0.301066;0.828142;-0.472800;
