0.0;6.441;0.203;7.014;
0.01;6.111;0.492;6.914;
0.02;5.88;1.023;7.199;
0.03;5.64;1.379;7.48;
0.04;5.308;1.472;7.397;
0.049999997;5.493;2.124;7.473;
0.06;6.11;2.359;7.864;
0.07;6.663;2.01;8.127;
0.08;6.687;1.187;7.74;
0.089999996;6.526;0.849;7.449;
0.099999994;6.347;0.523;7.436;
0.11;6.143;0.396;7.372;
0.12;5.858;0.802;7.429;
0.13;5.785;1.126;7.492;
0.14;5.785;1.423;7.58;
0.14999999;5.845;1.717;7.708;
0.16;5.935;1.757;7.792;
0.17;6.062;1.685;7.759;
0.17999999;6.11;1.806;7.741;
0.19;6.083;1.99;7.726;
0.19999999;5.815;1.984;7.935;
0.21;5.73;1.93;7.852;
0.22;5.73;2.114;7.825;
0.22999999;5.745;2.255;7.891;
0.24;5.688;2.005;8.036;
0.25;5.83;1.672;7.892;
0.26;5.939;1.473;7.686;
0.26999998;5.924;1.188;7.653;
0.28;6.035;0.75;7.391;
0.29;6.173;0.945;7.314;
0.29999998;6.233;1.151;7.442;
0.31;6.28;1.121;7.622;
0.32;6.262;1.334;7.553;
0.32999998;6.256;1.569;7.543;
0.34;6.081;1.679;7.932;
0.35;6.081;1.562;7.916;
0.35999998;5.937;1.618;7.708;
0.36999997;5.88;1.676;7.586;
0.38;5.877;1.576;7.659;
0.39;5.916;1.41;7.849;
0.39999998;6.405;1.236;7.94;
0.41;6.383;1.045;7.987;
0.42;6.176;0.518;7.868;
0.42999998;5.919;-0.284;7.591;
0.44;5.959;-1.16;6.917;
0.45;5.96;-1.06;6.969;
0.45999998;6.079;-0.638;7.383;
0.47;6.298;0.059;7.624;
0.48;6.178;1.516;8.005;
0.48999998;6.037;1.871;8.073;
0.5;5.919;1.99;7.956;
0.51;5.894;1.865;7.783;
0.52;5.707;1.216;7.556;
0.53;5.746;0.772;7.504;
0.53999996;5.791;0.471;7.127;
0.55;5.946;0.477;6.954;
0.56;5.968;0.566;7.111;
0.57;5.941;0.465;7.114;
0.58;5.863;0.69;6.981;
0.59;5.688;0.908;6.982;
0.59999996;5.36;0.583;7.167;
0.60999995;5.365;0.199;7.073;
0.62;5.612;-0.12;6.803;
0.63;5.955;-0.458;6.659;
0.64;7.343;-1.058;7.387;
0.65;8.12;-1.225;8.073;
0.65999997;8.741;-0.992;8.16;
0.66999996;8.818;-0.677;8.553;
0.68;7.653;0.818;8.825;
0.69;6.714;1.71;8.633;
0.7;5.93;2.279;8.36;
0.71;5.358;2.219;8.394;
0.71999997;5.318;1.234;8.286;
0.72999996;5.786;0.769;8.102;
0.73999995;6.148;0.38;8.062;
0.75;6.41;-0.082;7.808;
0.76;6.773;-0.815;6.925;
0.77;6.943;-0.786;6.79;
0.78;7.049;-0.588;6.851;
0.78999996;7.21;-0.457;6.806;
0.79999995;7.707;-0.138;6.452;
0.81;8.132;0.005;6.221;
0.82;8.496;-0.192;6.123;
0.83;8.898;-0.998;5.869;
0.84;9.534;-2.322;5.445;
0.84999996;9.717;-2.423;5.528;
0.85999995;9.658;-2.39;5.625;
0.87;9.382;-2.376;6.097;
0.88;8.043;-1.923;7.773;
0.89;7.095;-1.21;8.571;
0.9;6.197;-0.178;9.131;
0.90999997;5.46;1.397;9.19;
0.91999996;4.255;4.012;9.839;
0.92999995;3.421;4.461;10.146;
0.94;2.618;4.322;9.87;
0.95;2.139;3.845;9.209;
0.96;2.315;2.484;7.237;
0.96999997;2.895;1.51;6.409;
0.97999996;3.767;0.685;5.448;
0.98999995;4.688;0.141;4.558;
1.0;6.249;-1.137;5.237;
1.01;6.565;-1.747;5.803;
1.02;6.822;-2.157;6.259;
1.03;7.055;-2.217;6.72;
1.04;7.476;-1.944;7.826;
1.05;7.929;-1.689;7.767;
1.06;8.567;-1.379;7.873;
1.0699999;9.03;-1.156;8.267;
1.0799999;9.042;-1.225;8.642;
1.0899999;8.735;-1.353;8.619;
1.1;8.333;-1.24;8.443;
1.11;7.853;-1.109;8.108;
1.12;7.546;-1.504;8.093;
1.13;7.516;-1.506;8.018;
1.14;7.455;-1.252;7.759;
1.15;7.46;-0.902;7.451;
1.16;7.265;-0.044;7.322;
1.17;7.236;0.202;7.512;
1.18;7.186;0.161;8.057;
1.1899999;6.945;0.219;8.928;
1.1999999;6.12;-0.46;9.55;
1.2099999;5.452;-1.189;9.068;
1.2199999;5.128;-1.904;8.439;
1.23;5.108;-2.405;7.773;
1.24;5.806;-2.838;6.211;
1.25;6.413;-2.662;5.943;
1.26;6.872;-2.103;5.673;
1.27;7.326;-1.035;5.31;
1.28;7.479;0.123;4.795;
1.29;7.976;1.664;4.439;
1.3;8.291;2.179;5.175;
1.31;7.81;0.451;6.96;
1.3199999;5.959;-3.233;7.854;
1.3299999;5.397;-2.191;7.67;
1.3399999;5.462;0.146;7.485;
1.3499999;5.589;1.568;7.369;
1.36;4.641;-2.019;5.145;
1.37;4.154;-5.566;4.241;
1.38;3.403;-8.473;3.878;
1.39;2.625;-9.378;4.116;
1.4;3.186;-5.615;6.53;
1.41;4.151;-2.753;8.262;
1.42;5.13;-0.325;9.751;
1.43;5.687;1.092;10.443;
1.4399999;5.382;0.183;10.254;
1.4499999;4.923;-1.336;9.729;
1.4599999;4.774;-2.391;8.36;
1.4699999;5.28;-3.405;7.01;
1.4799999;7.328;-4.72;5.814;
1.49;8.273;-4.359;5.786;
1.5;9.044;-3.518;6.156;
1.51;9.462;-3.059;6.81;
1.52;7.781;-3.193;8.703;
1.53;6.653;-2.816;8.482;
1.54;6.184;-2.71;8.473;
1.55;5.898;-2.678;8.283;
1.56;5.59;-2.352;8.767;
1.5699999;5.554;-1.995;8.356;
1.5799999;5.419;-1.6;8.784;
1.5899999;5.062;-1.148;8.958;
1.5999999;4.334;-1.255;8.387;
1.6099999;3.762;-0.578;8.875;
1.62;3.5;-0.308;8.844;
1.63;3.488;-0.548;8.766;
1.64;4.649;-0.823;7.853;
1.65;5.539;-1.243;7.716;
1.66;6.126;-1.768;7.176;
1.67;6.496;-1.926;6.554;
1.68;7.406;-0.523;6.137;
1.6899999;7.577;-0.747;6.642;
1.6999999;7.342;-1.289;6.407;
1.7099999;6.908;-1.54;5.825;
1.7199999;6.553;-1.717;7.974;
1.7299999;6.979;-2.162;6.331;
1.74;8.163;-3.511;7.203;
1.75;9.59;-3.885;6.113;
1.76;11.195;-2.918;6.972;
1.77;10.797;-1.161;5.947;
1.78;10.677;-1.186;8.13;
1.79;9.338;-3.987;7.222;
1.8;8.148;-6.223;8.728;
1.81;6.189;-6.216;7.328;
1.8199999;6.004;-4.707;7.077;
1.8299999;6.207;-2.377;7.386;
1.8399999;6.519;-0.316;6.143;
1.8499999;7.0;0.161;7.556;
1.8599999;5.482;0.569;7.91;
1.87;4.637;-1.047;5.278;
1.88;4.739;-1.635;6.279;
1.89;4.904;-1.472;6.524;
1.9;5.051;-1.066;7.588;
1.91;4.842;-0.652;7.325;
1.92;4.932;0.626;8.891;
1.93;4.795;1.953;8.323;
1.9399999;4.358;2.734;9.505;
1.9499999;3.662;3.436;8.318;
1.9599999;3.241;4.737;6.465;
1.9699999;3.313;4.552;6.317;
1.9799999;3.395;3.468;6.893;
1.9899999;3.657;2.737;6.69;
2.0;4.051;2.843;8.201;
2.01;4.072;2.067;10.484;
2.02;3.559;1.201;11.12;
2.03;3.271;0.088;11.091;
2.04;4.404;-2.111;8.157;
2.05;4.738;-3.374;6.068;
2.06;3.998;-3.017;4.417;
2.07;5.644;-2.79;7.152;
2.08;6.368;1.17;7.75;
2.09;6.749;0.763;10.975;
2.1;6.359;0.767;11.195;
2.11;5.423;0.366;8.946;
2.12;4.583;-4.418;4.904;
2.1299999;5.898;-7.259;6.057;
2.1399999;9.759;-9.322;6.464;
